Elevation,Aspect,Slope,new_col1,a_sum
2319,317,23,23190,339
2338,324,21,23380,344
2394,64,10,23940,73
2337,109,33,23370,141
2205,41,10,22050,50
2200,37,9,22000,45
2261,35,16,22610,50
2283,338,25,22830,362
2332,114,16,23320,129
2485,343,14,24850,356
2262,256,7,22620,262
2341,334,24,23410,357
2191,257,8,21910,264
2313,68,27,23130,94
2399,330,14,23990,343
2220,63,17,22200,79
2370,128,9,23700,136
2207,89,12,22070,100
2271,258,13,22710,270
2294,261,19,22940,279
2307,344,20,23070,363
2975,86,16,29750,101
2341,334,22,23410,355
2314,274,29,23140,302
2381,110,28,23810,137
2252,93,22,22520,114
2241,80,18,22410,97
2233,73,17,22330,89
2409,53,10,24090,62
2389,304,24,23890,327
2167,84,7,21670,90
2326,315,11,23260,325
2278,80,20,22780,99
2268,283,12,22680,294
2319,337,22,23190,358
2284,74,24,22840,97
2270,81,26,22700,106
2227,55,22,22270,76
3258,83,4,32580,86
3255,164,3,32550,166
2854,142,19,28540,160
2357,329,29,23570,357
2287,111,11,22870,121
2290,28,29,22900,56
2364,346,23,23640,368
2490,119,12,24900,130
2200,333,14,22000,346
2377,109,32,23770,140
2355,111,36,23550,146
2243,98,15,22430,112
2414,302,28,24140,329
2409,141,32,24090,172
2216,73,16,22160,88
2212,343,10,22120,352
2174,92,14,21740,105
2276,91,16,22760,106
2390,75,14,23900,88
2259,25,34,22590,58
2260,276,17,22600,292
2282,302,19,22820,320
2392,305,28,23920,332
2385,121,27,23850,147
2326,114,34,23260,147
2264,117,23,22640,139
2240,129,15,22400,143
2211,94,11,22110,104
2232,291,28,22320,318
2344,339,31,23440,369
2406,319,25,24060,343
2382,319,14,23820,332
2434,318,12,24340,329
2195,109,26,21950,134
2272,41,33,22720,73
3278,342,3,32780,344
3089,17,22,30890,38
2880,150,17,28800,166
2370,52,28,23700,79
2215,9,11,22150,19
2388,127,25,23880,151
2360,119,36,23600,154
2284,117,29,22840,145
2238,133,20,22380,152
2233,146,16,22330,161
2335,297,6,23350,302
2283,109,11,22830,119
2285,312,13,22850,324
2330,339,19,23300,357
3221,38,21,32210,58
2234,126,18,22340,143
2265,118,25,22650,142
2229,301,24,22290,324
2388,327,16,23880,342
2428,319,19,24280,337
2241,90,6,22410,95
2193,48,7,21930,54
2278,90,7,22780,96
3239,52,27,32390,78
2957,317,10,29570,326
2947,30,18,29470,47
2424,326,27,24240,352
2502,2,6,25020,7
2270,193,27,22700,219
2369,131,29,23690,159
2246,120,25,22460,144
2396,86,15,23960,100
2439,108,19,24390,126
2265,348,13,22650,360
2247,111,20,22470,130
2200,81,10,22000,90
2365,324,22,23650,345
2395,2,17,23950,18
2829,328,17,28290,344
2376,315,23,23760,337
2256,178,9,22560,186
2264,340,32,22640,371
2367,58,12,23670,69
2369,144,25,23690,168
2249,127,24,22490,150
2386,292,35,23860,326
2397,114,10,23970,123
2391,72,10,23910,81
2435,102,24,24350,125
2221,107,19,22210,125
2428,85,11,24280,95
2473,325,28,24730,352
2251,359,12,22510,370
2358,151,25,23580,175
2344,276,37,23440,312
2261,339,18,22610,356
2212,62,7,22120,68
2331,256,20,23310,275
2400,13,16,24000,28
3292,22,8,32920,29
3283,301,11,32830,311
2471,333,24,24710,356
2324,121,29,23240,149
2400,53,16,24000,68
2394,350,12,23940,361
2275,327,19,22750,345
2237,116,17,22370,132
2217,335,9,22170,343
2334,297,18,23340,314
2351,314,16,23510,329
3104,76,28,31040,103
2321,18,10,23210,27
2332,153,21,23320,173
2451,58,14,24510,71
2415,67,19,24150,85
2265,349,20,22650,368
2284,292,21,22840,312
2303,355,6,23030,360
2395,308,22,23950,329
2413,354,13,24130,366
3301,336,9,33010,344
3005,327,15,30050,341
2454,291,16,24540,306
2447,96,12,24470,107
2434,185,19,24340,203
2441,244,13,24410,256
2238,291,4,22380,294
2274,286,35,22740,320
2328,352,12,23280,363
2418,74,14,24180,87
2287,339,20,22870,358
2402,289,26,24020,314
2430,2,14,24300,15
2969,344,6,29690,349
3295,22,5,32950,26
2894,122,14,28940,135
2530,331,2,25300,332
2272,80,23,22720,102
2423,185,17,24230,201
2464,240,8,24640,247
2468,16,7,24680,22
2284,109,24,22840,132
2230,72,8,22300,79
2289,348,23,22890,370
2384,35,22,23840,56
2437,356,15,24370,370
2440,18,20,24400,37
3315,359,13,33150,371
2361,352,16,23610,367
2300,94,36,23000,129
2252,66,16,22520,81
2283,272,26,22830,297
2413,60,10,24130,69
2254,80,14,22540,93
2259,333,21,22590,353
2311,315,11,23110,325
2371,272,25,23710,296
3178,79,18,31780,96
2266,64,24,22660,87
2255,66,20,22550,85
2291,76,17,22910,92
2283,322,23,22830,344
2439,72,5,24390,76
3310,355,8,33100,362
3309,351,9,33090,359
3233,86,10,32330,95
2360,219,28,23600,246
2287,68,23,22870,90
2435,341,18,24350,358
2448,299,15,24480,313
2295,309,23,22950,331
2261,98,22,22610,119
2345,336,27,23450,362
3316,352,13,33160,364
2872,120,15,28720,134
2435,284,30,24350,313
2441,85,13,24410,97
2409,95,29,24090,123
2289,81,9,22890,89
2398,328,16,23980,343
2370,98,23,23700,120
2394,306,26,23940,331
2453,157,7,24530,163
2429,148,17,24290,164
2412,162,21,24120,182
3231,83,22,32310,104
2413,121,13,24130,133
2343,250,18,23430,267
2475,271,11,24750,281
2253,69,7,22530,75
2304,116,20,23040,135
2289,340,10,22890,349
2341,115,22,23410,136
2426,294,25,24260,318
2457,272,7,24570,278
2392,126,17,23920,142
3336,320,21,33360,340
2879,117,18,28790,134
2286,161,16,22860,176
2275,32,9,22750,40
2383,251,14,23830,264
2255,12,10,22550,21
2280,277,20,22800,296
2300,114,21,23000,134
2506,19,9,25060,27
2394,339,26,23940,364
2431,281,23,24310,303
2453,140,17,24530,156
2431,181,18,24310,198
3338,356,17,33380,372
2892,106,16,28920,121
2273,167,12,22730,178
2295,340,29,22950,368
2268,325,17,22680,341
2396,154,20,23960,173
2942,252,2,29420,253
2899,93,16,28990,108
2315,149,23,23150,171
2274,126,10,22740,135
2473,82,21,24730,102
2482,339,18,24820,356
2289,325,28,22890,352
2330,3,12,23300,14
3279,310,19,32790,328
3284,333,15,32840,347
2426,88,6,24260,93
2271,315,2,22710,316
2360,292,15,23600,306
2410,313,17,24100,329
3381,272,6,33810,277
3330,76,32,33300,107
2462,292,23,24620,314
2483,109,11,24830,119
2300,331,26,23000,356
2357,318,23,23570,340
3369,298,6,33690,303
3082,88,28,30820,115
2947,95,11,29470,105
2278,341,9,22780,349
2341,88,20,23410,107
2401,284,23,24010,306
2433,45,5,24330,49
2511,24,8,25110,31
2387,37,17,23870,53
2420,200,9,24200,208
2367,147,16,23670,162
2298,333,18,22980,350
2471,305,18,24710,322
2390,98,25,23900,122
2492,71,12,24920,82
2352,41,9,23520,49
2309,100,5,23090,104
2414,328,23,24140,350
2466,311,20,24660,330
3398,329,27,33980,355
2449,301,21,24490,321
2499,66,10,24990,75
2504,103,8,25040,110
2372,42,19,23720,60
3372,0,1,33720,0
3205,289,31,32050,319
2515,326,14,25150,339
2511,76,10,25110,85
2332,48,19,23320,66
2414,85,19,24140,103
2406,235,11,24060,245
2386,60,22,23860,81
3276,41,10,32760,50
2928,83,11,29280,93
2324,321,15,23240,335
2464,308,25,24640,332
2413,50,4,24130,53
3373,8,2,33730,9
3347,12,22,33470,33
2957,267,5,29570,271
2381,274,21,23810,294
2433,255,18,24330,272
2339,61,11,23390,71
2507,116,8,25070,123
2381,315,25,23810,339
2464,331,17,24640,347
2413,140,4,24130,143
3373,81,6,33730,86
2336,350,15,23360,364
2359,96,17,23590,112
2348,38,14,23480,51
2489,358,13,24890,370
2487,359,14,24870,372
2519,313,10,25190,322
2421,51,20,24210,70
2374,84,17,23740,100
2385,347,22,23850,368
2412,93,17,24120,109
2347,353,19,23470,371
2369,57,15,23690,71
2495,7,14,24950,20
2513,56,5,25130,60
2449,106,16,24490,121
2389,326,21,23890,346
2424,48,11,24240,58
3076,302,21,30760,322
3166,119,19,31660,137
2929,55,19,29290,73
2352,69,12,23520,80
2405,71,24,24050,94
2373,9,6,23730,14
2432,333,18,24320,350
2323,80,21,23230,100
2290,84,22,22900,105
2336,274,31,23360,304
2379,343,25,23790,367
2417,282,20,24170,301
2430,321,25,24300,345
2378,354,9,23780,362
2375,320,16,23750,335
2432,330,15,24320,344
2387,125,15,23870,139
3106,294,30,31060,323
2368,140,24,23680,163
2292,75,26,22920,100
2375,282,13,23750,294
2411,348,18,24110,365
2413,346,19,24130,364
2532,350,10,25320,359
2465,113,12,24650,124
2929,127,11,29290,137
2418,353,15,24180,367
2340,66,15,23400,80
2441,342,23,24410,364
2428,167,12,24280,178
2391,6,14,23910,19
2392,340,14,23920,353
2455,309,15,24550,323
2329,48,20,23290,67
2369,117,16,23690,132
2299,175,16,22990,190
2422,89,23,24220,111
2404,37,14,24040,50
2296,18,3,22960,20
2359,238,24,23590,261
2481,6,13,24810,18
2434,64,7,24340,70
2421,256,9,24210,264
2437,260,16,24370,275
2445,277,15,24450,291
2468,81,17,24680,97
2998,77,13,29980,89
2436,23,14,24360,36
2418,6,19,24180,24
2457,285,20,24570,304
2406,40,20,24060,59
2398,44,22,23980,65
2299,63,19,22990,81
2366,125,20,23660,144
2397,52,18,23970,69
2485,113,10,24850,122
2468,89,10,24680,98
2440,9,21,24400,29
2455,239,20,24550,258
2303,65,10,23030,74
3076,75,11,30760,85
2871,129,6,28710,134
2303,353,6,23030,358
3039,76,13,30390,88
2894,96,9,28940,104
2368,12,22,23680,33
2498,289,16,24980,304
2453,325,15,24530,339
2403,115,14,24030,128
2320,34,14,23200,47
2338,75,23,23380,97
2350,91,10,23500,100
2477,2,13,24770,14
2455,1,15,24550,15
2399,116,13,23990,128
2366,137,20,23660,156
2314,46,15,23140,60
2319,229,9,23190,237
2304,135,5,23040,139
2363,45,12,23630,56
2394,260,19,23940,278
2317,124,5,23170,128
2393,2,21,23930,22
3141,193,11,31410,203
2306,117,8,23060,124
3143,339,24,31430,362
2856,75,7,28560,81
2437,126,12,24370,137
2330,355,6,23300,360
3068,265,9,30680,273
2832,80,7,28320,86
2321,100,19,23210,118
2375,23,30,23750,52
2429,269,18,24290,286
2358,55,8,23580,62
2336,72,1,23360,72
3052,308,17,30520,324
2951,158,17,29510,174
2340,349,2,23400,350
2316,152,10,23160,161
2318,319,21,23180,339
2437,276,25,24370,300
2498,104,24,24980,127
3009,247,13,30090,259
2314,25,11,23140,35
2474,289,26,24740,314
3315,105,21,33150,125
3162,117,15,31620,131
2928,219,14,29280,232
2341,317,32,23410,348
2409,334,16,24090,349
2430,357,23,24300,379
2406,295,28,24060,322
2511,48,6,25110,53
3022,7,6,30220,12
3020,283,5,30200,287
3075,85,14,30750,98
3093,198,13,30930,210
2917,165,18,29170,182
2696,110,6,26960,115
2335,27,29,23350,55
2437,67,25,24370,91
2416,53,22,24160,74
2387,48,17,23870,64
2916,192,18,29160,209
2917,187,15,29170,201
2379,36,34,23790,69
2401,325,8,24010,332
2432,58,22,24320,79
2716,29,6,27160,34
2712,25,7,27120,31
2707,40,8,27070,47
2700,52,9,27000,60
2365,292,18,23650,309
3060,325,13,30600,337
2891,180,15,28910,194
2720,13,8,27200,20
2696,45,9,26960,53
3052,204,22,30520,225
2716,51,6,27160,56
2713,63,7,27130,69
2707,61,7,27070,67
2700,57,8,27000,64
2377,29,15,23770,43
2486,40,22,24860,61
2744,34,10,27440,43
2708,73,6,27080,78
2495,16,19,24950,34
3254,304,32,32540,335
2714,62,6,27140,67
2484,346,14,24840,359
2413,241,26,24130,266
2511,56,14,25110,69
2463,254,22,24630,275
2510,266,17,25100,282
3029,263,13,30290,275
2783,47,8,27830,54
2765,9,13,27650,21
2442,36,11,24420,46
2416,66,20,24160,85
2512,260,12,25120,271
2552,36,18,25520,53
2789,58,7,27890,64
2427,61,27,24270,87
3073,106,9,30730,114
3049,64,24,30490,87
2843,162,15,28430,176
2431,276,25,24310,300
3054,58,24,30540,81
2828,216,25,28280,240
2843,203,27,28430,229
2858,158,16,28580,173
2401,273,25,24010,297
3083,0,3,30830,2
2866,183,23,28660,205
2855,168,20,28550,187
2773,146,19,27730,164
2719,74,10,27190,83
2454,50,17,24540,66
3415,282,32,34150,313
2360,96,25,23600,120
2914,21,21,29140,41
2820,178,23,28200,200
3296,75,11,32960,85
2436,240,23,24360,262
2467,240,10,24670,249
3002,8,3,30020,10
3254,84,15,32540,98
2959,187,10,29590,196
2960,188,10,29600,197
2952,187,16,29520,202
3169,312,19,31690,330
3220,85,17,32200,101
2897,98,13,28970,110
2721,41,16,27210,56
2409,314,19,24090,332
3194,61,34,31940,94
2973,29,7,29730,35
2932,172,19,29320,190
2930,169,18,29300,186
2432,193,25,24320,217
2913,199,22,29130,220
2918,181,22,29180,202
2922,181,20,29220,200
2344,260,11,23440,270
3168,1,10,31680,10
2911,153,8,29110,160
2409,195,29,24090,223
3239,101,20,32390,120
3098,358,14,30980,371
2907,180,7,29070,186
2841,119,5,28410,123
2390,173,32,23900,204
3524,315,2,35240,316
3042,310,21,30420,330
2863,206,26,28630,231
2873,192,26,28730,217
2368,142,21,23680,162
2371,287,17,23710,303
2842,201,23,28420,223
2862,201,23,28620,223
2884,240,11,28840,250
3490,62,17,34900,78
3323,93,10,33230,102
2840,200,23,28400,222
2888,23,7,28880,29
2356,176,19,23560,194
3255,71,18,32550,88
2877,50,15,28770,64
2888,48,7,28880,54
2364,0,4,23640,3
3315,116,14,33150,129
2730,88,7,27300,94
2823,225,16,28230,240
2888,47,9,28880,55
2356,359,16,23560,374
2730,30,8,27300,37
2811,223,16,28110,238
2389,141,27,23890,167
2496,300,13,24960,312
3034,44,14,30340,57
2867,275,19,28670,293
2788,229,13,27880,241
2949,108,12,29490,119
2936,92,16,29360,107
2759,54,6,27590,59
3348,23,23,33480,45
2764,37,2,27640,38
2748,191,21,27480,211
2681,133,9,26810,141
2474,272,16,24740,287
2751,237,16,27510,252
2805,31,10,28050,40
2731,102,15,27310,116
2699,143,11,26990,153
2537,340,12,25370,351
3475,36,25,34750,60
3077,68,18,30770,85
2931,53,10,29310,62
2778,77,11,27780,87
2835,216,20,28350,235
2738,91,14,27380,104
2707,82,11,27070,92
2695,111,11,26950,121
2685,130,11,26850,140
2436,295,20,24360,314
3339,142,8,33390,149
3148,27,12,31480,38
2814,205,20,28140,224
2826,52,13,28260,64
3259,285,17,32590,301
3082,288,12,30820,299
2787,63,8,27870,70
2732,52,8,27320,59
2729,39,10,27290,48
2720,216,18,27200,233
2806,200,25,28060,224
2806,90,4,28060,93
2706,59,17,27060,75
2688,52,11,26880,62
2649,141,10,26490,150
3218,353,27,32180,379
2918,39,9,29180,47
2702,212,15,27020,226
3219,30,20,32190,49
3094,2,7,30940,8
3015,4,7,30150,10
2954,47,8,29540,54
2797,85,8,27970,92
2520,36,14,25200,49
2468,23,27,24680,49
2452,305,29,24520,333
2925,349,8,29250,356
2919,111,6,29190,116
2733,63,11,27330,73
3247,288,21,32470,308
3069,95,29,30690,123
3101,108,5,31010,112
2765,203,25,27650,227
2739,203,26,27390,228
2539,19,9,25390,27
2779,39,7,27790,45
2770,171,13,27700,183
3313,164,7,33130,170
3085,122,12,30850,133
2734,135,10,27340,144
3067,153,1,30670,153
2759,135,7,27590,141
2657,135,17,26570,151
2950,25,15,29500,39
2901,166,9,29010,174
2783,42,11,27830,52
3306,87,5,33060,91
3183,96,31,31830,126
2881,352,12,28810,363
3285,57,10,32850,66
2552,23,8,25520,30
2541,103,8,25410,110
3400,69,19,34000,87
3235,36,11,32350,46
2675,91,10,26750,100
2583,16,4,25830,19
3242,318,21,32420,338
2684,207,8,26840,214
2539,34,10,25390,43
3336,42,18,33360,59
3330,23,17,33300,39
3120,343,10,31200,352
2707,114,16,27070,129
2689,12,18,26890,29
3362,108,6,33620,113
2732,150,23,27320,172
2591,19,21,25910,39
2557,37,18,25570,54
3366,62,18,33660,79
2605,51,6,26050,56
2599,20,23,25990,42
3420,217,26,34200,242
3308,99,16,33080,114
3104,139,9,31040,147
2614,61,10,26140,70
2632,340,13,26320,352
3355,217,10,33550,226
2734,347,19,27340,365
2633,135,7,26330,141
3371,358,8,33710,365
2632,344,3,26320,346
2644,0,8,26440,7
2867,56,21,28670,76
2763,105,8,27630,112
2727,355,11,27270,365
2732,328,16,27320,343
2573,58,23,25730,80
2562,58,22,25620,79
2543,61,17,25430,77
2975,39,23,29750,61
2636,319,5,26360,323
2648,344,6,26480,349
2646,49,13,26460,61
2569,57,23,25690,79
3110,90,4,31100,93
2737,348,10,27370,357
2623,163,13,26230,175
2576,54,23,25760,76
2566,52,23,25660,74
3382,0,5,33820,4
3666,102,20,36660,121
3304,54,10,33040,63
2757,39,21,27570,59
2518,0,14,25180,13
2464,90,1,24640,90
3383,15,5,33830,19
3452,74,22,34520,95
2750,20,15,27500,34
2787,17,17,27870,33
2650,127,5,26500,131
3077,2,31,30770,32
3021,357,33,30210,389
2768,336,19,27680,354
2726,216,24,27260,239
2623,165,29,26230,193
2600,184,25,26000,208
2655,175,8,26550,182
2483,86,10,24830,95
3441,48,18,34410,65
3423,36,24,34230,59
2786,42,7,27860,48
2786,6,5,27860,10
2779,308,14,27790,321
2590,162,30,25900,191
3472,100,35,34720,134
3258,90,10,32580,99
2802,39,16,28020,54
2605,127,17,26050,143
2478,6,9,24780,14
3138,65,27,31380,91
3357,77,16,33570,92
2776,0,14,27760,13
2800,329,21,28000,349
2804,340,19,28040,358
3448,331,2,34480,332
3508,113,22,35080,134
3308,99,17,33080,115
2832,93,4,28320,96
2599,70,11,25990,80
3277,92,14,32770,105
2657,166,26,26570,191
2574,157,19,25740,175
2597,213,25,25970,237
2607,228,21,26070,248
2827,319,20,28270,338
2835,24,11,28350,34
2970,103,18,29700,120
3370,276,5,33700,280
3373,268,7,33730,274
2584,179,13,25840,191
2546,54,15,25460,68
3185,65,9,31850,73
2607,222,12,26070,233
2918,2,6,29180,7
3366,325,4,33660,328
3394,294,8,33940,301
3304,57,13,33040,69
2585,171,25,25850,195
2579,167,26,25790,192
2602,223,23,26020,245
3421,324,14,34210,337
2822,120,9,28220,128
3272,65,12,32720,76
3209,89,14,32090,102
2679,96,12,26790,107
2598,36,10,25980,45
2560,240,13,25600,252
3505,92,22,35050,113
3395,321,6,33950,326
3423,78,7,34230,84
2845,349,10,28450,358
3035,119,24,30350,142
2713,76,6,27130,81
2707,102,8,27070,109
2551,198,7,25510,204
3375,60,13,33750,72
2870,342,12,28700,353
2696,45,10,26960,54
2538,0,14,25380,13
3481,91,18,34810,108
3291,80,24,32910,103
3398,61,12,33980,72
2847,25,21,28470,45
2553,124,14,25530,137
2551,172,11,25510,182
3413,319,14,34130,332
3361,56,20,33610,75
3306,64,12,33060,75
3282,88,14,32820,101
2868,12,10,28680,21
2610,42,20,26100,61
2549,23,23,25490,45
2520,33,16,25200,48
2538,206,23,25380,228
3471,89,17,34710,105
3397,47,11,33970,57
3350,45,9,33500,53
2887,332,12,28870,343
2888,0,11,28880,10
2715,13,16,27150,28
2570,13,24,25700,36
2537,163,15,25370,177
3350,76,8,33500,83
2734,43,15,27340,57
2650,79,16,26500,94
2629,338,16,26290,353
3446,126,4,34460,129
3432,313,21,34320,333
2882,325,11,28820,335
2751,45,15,27510,59
2594,14,19,25940,32
3417,66,9,34170,74
3373,311,10,33730,320
3385,322,11,33850,332
3328,82,14,33280,95
2897,331,18,28970,348
2901,335,16,29010,350
2906,349,12,29060,360
2507,252,6,25070,257
2519,194,18,25190,211
2522,130,14,25220,143
2623,1,13,26230,13
2456,116,6,24560,121
3207,285,5,32070,289
3419,45,18,34190,62
2627,26,8,26270,33
2499,69,6,24990,74
2500,42,13,25000,54
2506,188,15,25060,202
3402,326,17,34020,342
3437,38,11,34370,48
2654,57,11,26540,67
2667,112,7,26670,118
2625,81,10,26250,90
2583,51,12,25830,62
3383,315,18,33830,332
3244,30,15,32440,44
2687,135,5,26870,139
3209,72,26,32090,97
3281,39,15,32810,53
3262,41,18,32620,58
3198,90,24,31980,113
2708,33,5,27080,37
2704,63,3,27040,65
2586,47,20,25860,66
2488,58,14,24880,71
3249,84,16,32490,99
2843,49,22,28430,70
3263,342,13,32630,354
2621,110,13,26210,122
2508,305,32,25080,336
3426,110,11,34260,120
3286,95,13,32860,107
2870,352,16,28700,367
2850,63,26,28500,88
2784,264,32,27840,295
3405,275,15,34050,289
2602,59,12,26020,70
2471,174,5,24710,178
2467,324,6,24670,329
2856,75,28,28560,102
3387,297,9,33870,305
3417,39,18,34170,56
2701,22,11,27010,32
2673,171,7,26730,177
2651,60,17,26510,76
3417,108,9,34170,116
2813,96,30,28130,125
3390,311,10,33900,320
2695,29,10,26950,38
2680,31,11,26800,41
2610,121,7,26100,127
2615,105,9,26150,113
2596,202,12,25960,213
2602,166,8,26020,173
3474,117,6,34740,122
3367,111,20,33670,130
2671,278,5,26710,282
2473,47,9,24730,55
2891,319,16,28910,334
2736,22,9,27360,30
2612,90,15,26120,104
2557,313,24,25570,336
3458,149,10,34580,158
3438,78,15,34380,92
3404,135,6,34040,140
3224,79,25,32240,103
3089,178,9,30890,186
3403,306,10,34030,315
3415,292,14,34150,305
3479,69,7,34790,75
2745,357,5,27450,361
2696,24,11,26960,34
2646,86,27,26460,112
2886,90,28,28860,117
3153,212,4,31530,215
3480,68,7,34800,74
2744,324,4,27440,327
2748,13,9,27480,21
2695,37,10,26950,46
2536,318,7,25360,324
3467,85,10,34670,94
2703,34,10,27030,43
2898,88,22,28980,109
3467,148,9,34670,156
2653,82,13,26530,94
2554,160,11,25540,170
2520,344,12,25200,355
3367,126,21,33670,146
3428,157,14,34280,170
3412,196,7,34120,202
2756,357,16,27560,372
2613,43,10,26130,52
2627,211,20,26270,230
3335,134,31,33350,164
3268,128,12,32680,139
3371,353,13,33710,365
3397,175,9,33970,183
3398,187,8,33980,194
3334,11,15,33340,25
2767,351,12,27670,362
2608,82,11,26080,92
2538,337,22,25380,358
2551,344,15,25510,358
2570,119,18,25700,136
2848,316,17,28480,332
2773,355,10,27730,364
2533,97,4,25330,100
3372,344,16,33720,359
3386,351,14,33860,364
3351,20,13,33510,32
2534,329,10,25340,338
2571,317,12,25710,328
3136,90,14,31360,103
3043,39,13,30430,51
2780,358,5,27800,362
3363,125,31,33630,155
3412,359,9,34120,367
3409,104,2,34090,105
3383,162,12,33830,173
3382,184,10,33820,193
3095,52,16,30950,67
2873,342,8,28730,349
2816,63,16,28160,78
2559,125,9,25590,133
3388,190,7,33880,196
3425,172,13,34250,184
3378,36,15,33780,50
3242,139,9,32420,147
3283,91,15,32830,105
3216,337,5,32160,341
3382,166,12,33820,177
3425,203,12,34250,214
2578,117,15,25780,131
2559,345,5,25590,349
3315,92,21,33150,112
3235,22,3,32350,24
3411,334,12,34110,345
3425,16,9,34250,24
2885,28,9,28850,36
2810,26,9,28100,34
3405,348,13,34050,360
3372,180,5,33720,184
3373,197,6,33730,202
2590,202,5,25900,206
3270,88,19,32700,106
3413,349,13,34130,361
3429,22,10,34290,31
3350,115,22,33500,136
3364,216,4,33640,219
3372,200,7,33720,206
